Date,Time,Location,Operator,Flight #,Route,AC  Type,Registration,cn / ln,Aboard,Fatalities,Ground,Summary
"December 16, 1973",1913,"Near Karacharovo, USSR",Aeroflot,2022,Vilnius - Moscow,Tupolev TU-124,CCCP-45061,3351406,51 (passengers:45 crew:6),51 (passengers:45 crew:6),0,Went into a sudden dive and crashed to the ground. A short circuit occurred in the elevator trim system.
"December 17, 1973",1300,"Rome, Italy",Pan American World Airways,110,Rome - Beirut,Boeing B-707-321B,N407PA,18838/412,177 (passengers:167 crew:10),30 (passengers:29 crew:1),0,"Two phosphorus bombs were thrown into the aircraft prior to its departure. The aircraft was named ""Clipper Celestial."""
"December 21, 1973",,"Near Siagon, South Vietnam",Military - Vietnamese Air Force,,,Boeing Vertol CH-47 (helilcopter),,,20 (passengers:? crew:?),20 (passengers:? crew:?),0,Ammunition exploded while the aircraft was on the ground.
"December 22, 1973",2210,"Near Tetouan, Morocco",Royal Air Maroc,,Paris - Tanger,Sud-Aviation Caravelle VI-N,OO-SRD,069/84,106 (passengers:99 crew:7),106 (passengers:99 crew:7),0,"After missing the outer marker, the aircraft continued off course and crashed into Mt. Mellaline, 20 kms from the airport at an elevation of 2,300 feet in rain. Crew error. The pilot started his final turn too far east of the runway."
"December 23, 1973",2208,"Lvov, Ukraine, USSR",Aeroflot,,Lviv - Kiev - Kuybyshev,Tupolev TU-124,CCCP-45004,350202,17 (passengers:11 crew:6),17 (passengers:11 crew:6),0,Crashed after takeoff. Engine failure. A defective turbine blade failed resulting in violent vibration of the engine and rupturing of a fuel line and causing an in-flight fire.
"December 28, 1973",,"Durban, South Africa",Executive Funds,,,Douglas DC-3,ZS-DAK,1498,25 (passengers:22 crew:3),1 (passengers:1 crew:0),0,"The No.1 engine failed while the DC-3 turned onto final approach. Shortly thereafter, the No.2 engine also failed. The aircraft was turned towards a beach and was ditched successfully. One non-swimming passenger drowned."
"January 01, 1974",1238,"Near Turin, Italy",Itavia,,Bologna - Torino,Fokker F-28 Fellowship 1000,I-TIDE,11015,42 (passengers:38 crew:4),38 (passengers:35 crew:3),0,Crashed 2 miles short of the runway upside down during an approach in fog and heavy rain.
"January 06, 1974",1805,"Johnstown, Pennsylvania",Air East,,"Pittsburgh, PA - Johnstown, PA",Beechcraft 99A,N125AE,U-125,17 (passengers:15 crew:2),12 (passengers:11 crew:1),0,Crashed short of the runway. Failed to maintain flying speed. Improper IFR operation. Premature descent below safe approach slope for reasons undetermined.
"January 06, 1974",,"Unduavi, Bolivia",Servicios Aéreos Boliviano,,San Borja - La Paz,Curtiss C-46F,CP-990,22490,4 (passengers:1 crew:3),4 (passengers:1 crew:3),0,The cargo plane hit a mountain en route.
"January 06, 1974",1525,"Mukachevo, Ukraine",Aeroflot,H-75,"Ivano-Frankovsk, Ukraine - Uzhgorod, Ukraine",Antonov AN-24V,CCCP-46357,77303405,24 (passengers:18 crew:6),24 (passengers:18 crew:6),0,The plane dove into the ground 100 meters behind the outer marker while on approach. Icing of the horizontal stabilizer.
"January 09, 1974",1636,"Near Nevia, Colombia",SATENA,,Florencia - Bogota,Hawker Siddeley HS 748-260,FAC-1103,1704,31 (passengers:28 crew:3),31 (passengers:28 crew:3),0,The domestic flight crashed into Mt Gabinete about 34 km northwest of Florencia while en route to Bogota.
"January 10, 1974",1630,"La Paz, Bolivia",TAM (Bolivia),,Santa Rose - La Paz,Douglas C-54,TAM-52,,24 (passengers:21 crew:3),24 (passengers:21 crew:3),0,The non-scheduled passenger flight crashed while en route to La Paz. Wreckage never found.
"January 17, 1974",1315,"Cigorodo, Colombia",Cessnyca,,Chigorodó - Medellín,Douglas DC-3A,HK-1216,1905,14 (passengers:11 crew:3),14 (passengers:11 crew:3),0,Crashed after climbing to cruising altitude.
"January 26, 1974",0730,"Izmir, Turkey",Turkish Airlines (THY),,Izmir - Istanbul,Fokker F-28 Fellowship 1000,TC-JAO,11057,73 (passengers:68 crew:5),66 (passengers:62 crew:4),0,"The plane yawed left, pitched nose down and crashed shortly after taking off. Icing. Frost on the wings along with over rotation resulted in a stall. Crew error."
"January 30, 1974",2341,"Pago Pago, American Samoa",Pan American World Airways,806,Auckland - Pago Pago,Boeing B-707-321B,N454PA,19376/661,101 (passengers:91 crew:10),97 (passengers:87 crew:10),0,"The aircraft crashed and burned while making ILS approach to Pago Pago International Airport. There was a failure of the crew to correct an excessive rate of descent causing the aircraft to fly into trees short of the runway. Windshear, sensory illusory, inadequate monitoring of flight instruments, and the failure of the crew to call out descent rate. Most aboard the aircraft were not injured by the crash but succumbed to fire and panic afterwards. The aircraft was named ""Clipper Raidant."""
"February 02, 1974",2130,"Near Honolulu, HI",Pan American World Airways,,"San Francisco, CA - Honolulu, HI - Agana, Guam",Boeing B-747,N732PA,19638/3,298 (passengers:279 crew:19),1 (passengers:1 crew:0),0,A 16 month old child was asphyxiated by a seat belt while unattended.
"February 09, 1974",1730,"Near Souda, Crete",Military - West German Air Force,,,Transall C-160D,50-63,,40 (passengers:35 crew:5),35 (passengers:30 crew:5),0,"The twin-engine turboprop hit a mountain at an elevation of 5,000 ft. during an ILS approach."
"February 22, 1974",,"Baltimore, Maryland",Delta Air Lines,523,Baltimore - Atlanta,Mc Donnell Dougals DC-9,,,15 (passengers:10 crew:5),1 (passengers:0 crew:1),0,"An out of work Pennsylvania salesman, Samuel Byck attempted to hijack Flight 523. His plans were to fly the plane into the White House and kill president Richard Nixon. He killed a security guard to get on board. He then shot and killed the copilot and seriously wounded the pilot. He was wounded by a security guard and soon after killed himself. The plane never left the ground."
"February 23, 1974",,"San Francisco de Moxos, Bolivia",SAVCO,,Trinidad - Oruro,Curtiss C-46A-45-CU,CP-1052,30195,7 (passengers:4 crew:3),7 (passengers:4 crew:3),0,Severe turbulence possibly caused the failure of ropes securing cargo. The center of gravity shifted causing a loss of control. The wreckage was found 2 days later.
"March 03, 1974",1141,"Near Ermenonville, France",Turkish Airlines (THY),981,Paris - London,McDonnell Douglas DC-10-10,TC-JAV,46704/29,346 (passengers:335 crew:11),346 (passengers:335 crew:11),0,"The aircraft crashed shortly after takeoff from Orly Airport in Paris, France. Climbing through FL110 the aircraft lost the rear cargo door, resulting in explosive decompression and damage to the cabin floor and control cables. The aircraft lost control and crashed in a forest at a high rate of speed. The service subcontractor and the flight engineer neglected to check the locking mechanism through a recently installed viewport to verify the door was latched properly. In addition, although a service bulletin stipulated that the locking pin should be extended, it was mistakenly shortened causing the latch to release after the cabin was pressurized. On June 12, 1972, an American Airlines DC-10 lost its cargo door shortly after taking off from Detroit ,Michigan. Using mainly engine thrust the crew was able to land safely. The cause was a defect in the latching mechanism on the door."
"March 08, 1974",,"Hanoi, Vietnam",Pathet Lao Airlines,,Saigon - Hanoi,Antonov An-24,XW-TCA,87304508,18 (passengers:15 crew:3),18 (passengers:15 crew:3),0,"Fifiteen journalists aboard for an Asian tour. On approach to Hanoi Airport, the aircraft crashed for unknown reasons."
"March 13, 1974",1928,"Bishop, California",Sierra Pacific Airlines,802,Bishop - Burbank,Convair CV-440,N4819C,138,36 (passengers:32 crew:4),36 (passengers:32 crew:4),0,"The aircraft crashed into Poleta Ridge, in the foothills of the White Mountains at 6,100 ft. The Wolper Productions Inc. movie crew was being flown from Bishop to Burbank. The flight was being conducted under VFR conditions. It could not be determined why the crew did not maintain a safe distance from hazardous terrain."
"March 15, 1974",0807,"Tehran, Iran",Sterling Airways,,Tehran - Kobenhavn,Aerospatiale Caravelle 10B3,OY-STK,266,96 (passengers:92 crew:4),15 (passengers:15 crew:0),0,Collapse of right main landing gear while taxing ruptured the wing fuel tank causing a fire.
"April 04, 1974",0235,"Francistown, Botswana",Wenela Air Services,,Francistown - Malawi,Douglas DC-4,A2-ZER,27242,84 (passengers:80 crew:4),78 (passengers:75 crew:3),0,The aircraft crashed into trees and burst into flames after the engines overheated resulting in loss of power. The plane was carrying gold miners. Fuel contamination. Jet A fuel contaminated the aviation gasoline.
"April 22, 1974",1526,"Grogak, Bali, Indonesia",Pan American World Airways,812,"Hong Kong - Bali, Indonesia - Sydney, Austrailia",Boeing B-707-321C,N446PA,19268/544,107 (passengers:96 crew:11),107 (passengers:96 crew:11),0,"The aircraft was on a flight from Hong Kong to Denpassar, Bali. While on approach, the plane crashed into Mt. Mesehe at 4,000 ft. killing all aboard. Premature execution of a right hand turn to join the 263 degrees outbound track which was based on the indication given by only one of the ADFs while the other one was still in steady condition. External or internal interference causing an incorrect indication from the automatic direction finder. The aircraft was named ""Clipper Climax."""
"April 27, 1974",1807,"Near Leningrad, USSR",Aeroflot,,Leningrad - Zaporozhye,Ilyushin IL-18B,CCCP-75559,184007703,109 (passengers:102 crew:7),109 (passengers:102 crew:7),0,The aircraft crashed after report of a heavy vibration and fire in the No. 4 engine. Structural failure of turbine disc in No. 4 the engine.
"April 30, 1974",1347,"Galveston, Texas",Houston Metro Airlines,,"Galveston, TX - Houston, TX",Beechcraft 99,N853SA,U-41,12 (passengers:10 crew:2),6 (passengers:5 crew:1),0,Crashed during takeoff. Inadequate preflight preparation and planning. Lack of familarity with aircraft. Misused flaps. Gust lock engaged.
"May 02, 1974",1930,"Banos, Ecuador",Aero Taxis Equatorianos,,Pastaza - Ambato,Douglas C-47,HC-AUC,,24 (passengers:21 crew:3),22 (passengers:19 crew:3),0,Struck a mountain shortly after takeoff. Failure to climb to the minimum safety altitude. Overconfidence of the crew. Distraction by a tourist guide in the cockpit.
"May 06, 1974",2222,"Nurnberg, Germany",Fragtflug,,Nice - Nurnberg,Douglas DC-6A,TF-OAE,44069/396,3 (passengers:0 crew:3),3 (passengers:0 crew:3),0,The cargo plane struck trees and crashed while on final approach. Icing. Pilot blood alcohol above normal.
"May 23, 1974",1655,"Springfield, Illinois",Saturn Airways,,"Alameda, CA - Indianapolis, IN",Lockheed L-100-30 Hercules,N14ST,4225,3 (passengers:1 crew:2),3 (passengers:1 crew:2),0,"While en route the left wing separated from the aircraft. The plane crashed out of contol. The undiscovered, preexisting fatigue cracks, which reduced the strength of the left wing to the degree that it failed as a result of positive aerodynamic loads created by moderate turbulence."
"May 23, 1974",2205,"Kiev, Ukraine, USSR",Aeroflot,H-166,Khmelnitsky - Kiev,Yakovlev YAK-40,CCCP-87579,9221122,29 (passengers:25 crew:4),29 (passengers:25 crew:4),0,Crashed during approach. Incapacitation of the crew due to carbon monoxide.
"May 31, 1974",,"Rankin Inlet, Canada",Lambair,,Thompson - Rankin Inlet,Bristol 170 Freighter 31E,CF-QWJ,13078,2 (passengers:0 crew:2),2 (passengers:0 crew:2),0,The cargo plane suffered an engine failure and spiraled into the ground.
"June 08, 1974",1730,"Monte San Isidro, Colombia",Aerolineas TAO,514,Bucaramanga - Cucuta,Vickers Viscount 785D,HK-1058,380,44 (passengers:38 crew:6),44 (passengers:38 crew:6),0,The aircraft lost control and crashed after a tailplane failure. Failure in-flight of the tailplane spar causing the left tailplane and elevator the detach.
"June 27, 1974",,"Battambang, Khmer Republic",Cambodia Air,1999,Battambang - Phnom Penh,Boeing 307B-1 Stratoliner,XW-TFR,1999,39 (passengers:33 crew:6),19 (passengers:17 crew:2),0,Crashed during takeoff and burned after 3 engines failed. Mechanical failure due to improper maintenance procedures. Insufficient training of cabin crew.
"June 30, 1974",1300,"Umiat, Alaska",Alaska Helicopter - Air Taxi,,"Umiat, AK - Local",Fairchild Hiller FH1100,N8679,,5 (passengers:4 crew:1),5 (passengers:4 crew:1),0,Crashed after the fatigue fracture of the swachplate assembly. Inadequate maintenance and inspection.
"July 24, 1974",0945,"Bogota, Colombia",Aeronorte Colombia,,,Douglas DC-4,HK-728,10507,3 (passengers:0 crew:3),3 (passengers:0 crew:3),0,"The cargo plane crashed into a mountain at 7,000 ft. shortly after taking off."
"July 27, 1974",,"Near Moc Hoa, Vietnam",Air Amercia,,Phnom Penh - Siagon,Fairchild C-123K,ST-4,20304,5 (passengers:1 crew:4),5 (passengers:1 crew:4),0,The cargo plane was struck by a surface-to-air missile.
"August 05, 1974",,"Mt. Apica, PQ, Canada",Laurentian Air Services,,LaTuque - St. Honore,Douglas DC-3,C-FTAT,11850,11 (passengers:8 crew:3),5 (passengers:2 crew:3),0,Struck the slope of Mont-Apica located 67 km southwest of saint-Honoré Airport.
"August 11, 1974",,"Near Ouagadougou, Upper Volta",Air Mali,,"Bamako, Mali - Kano, Nigeria",Ilyushin IL-18B,TZ-ABE,181003304,60 (passengers:50 crew:10),47 (passengers:39 crew:8),0,"The aircraft crashed after running out of fuel. After being diverted because of bad weather, a navigation error caused the crew to circle the wrong city."
"August 12, 1974",1450,"Cali, Colombia",AVIANCA,,Tumaco - Bogota,Douglas C-47-DL,HK-508,4527,27 (passengers:24 crew:3),27 (passengers:24 crew:3),0,The crew became lost in rainy weather and crashed into Trujillo Mountain. Wreckage found 2 months later.
