"","Date","Time","Location","Operator","Flight #","Route","AC  Type","Registration","cn / ln","Aboard","Fatalities","Ground","Summary","formatted_date","formatted_time","total_aboard","passengers_aboard","crew_aboard","total_fatalities","passengers_fatalities","crew_fatalities","fixed_location","latitude","longitude"
"3720","May 24, 1991",NA,"Bakhtaran, Iran","Metro Cargo",NA,"Cologne-Bakhtaran","Ilyushin 76TD","LZ-INK","93494835","10 (passengers:0 crew:10)","4 (passengers:0 crew:4)",0,"After three missed approaches the cargo plane ran out of fuel and crashed.",1991-05-24,NA,10,0,10,4,0,4,"Bakhtaran, Iran",34.31417,47.065
"3721","May 26, 1991","2317","Near Ban Nong Rong, Thailand","Lauda Air","4","Bangkok - Wien, Austria","Boeing B-767-3Z9ER","OE-LAV","24628/283","223 (passengers:213 crew:10)","223 (passengers:213 crew:10)",0,"Twelve minutes after takeoff the crew received a visual REV ISLN advisory warning which indicated that an additional system failure may cause deployment of the No. 1 engine thrust reverser. No action was taken since the manual indicated ""No Action Required"". Just before reaching FL 310 during a climb, there was an uncommanded deployment of the No. 1 engine thrust reverser. The aircraft stalled, went into a steep high speed dive, broke apart at 4,000 feet and crashed into the jungle 70 miles northwest of Bangkok. Failure of the reverse thrust isolation valve. Following the accident Boeing made modifications to the thrust reverser system. The aircraft was named Wolfgang Amadeus Mozart.",1991-05-26,23:17:00,223,213,10,223,213,10,"Ban Nong Rong, Thailand",13.91511,99.84603
"3722","June 01, 1991","1016","Off Matthewtown, Great Inagua","Agape Flight Inc.","90","Grada Zuma, Bahamas - Cape Hatien","GAF Nomad N24A","N8071L","44","3 (passengers:2 crew:1)","2 (passengers:2 crew:0)",0,"The aircraft ditched 1.25 miles off Grada Zuma, following a reported engine failure.",1991-06-01,10:16:00,3,2,1,2,2,0,"Matthewtown, Great Inagua",20.94982,-73.67346
"3723","June 10, 1991","1540","Luanda, Angola","Carib Air Transport",NA,"Luanda - Cafunfo","Lockheed L-382B Hercules","J6-SLQ","3099","7 (passengers:4 crew:3)","7 (passengers:4 crew:3)",0,"Crashed on takeoff after the No. 1engine overspeeded and failed.",1991-06-10,15:40:00,7,4,3,7,4,3,"Luanda, Angola",-8.8160202,13.2319183
"3724","June 20, 1991","345","Near Malambo, Colombia","Aerosucre Colombia",NA,"Bogota - Malambo","Douglas DC-6BF","HK-3511","45132/801","18 (passengers:15 crew:3)","2 (passengers:2 crew:0)",0,"Following several attempts to land the pilot decided to hold until weather conditions improved. Contact was lost with the plane and it flew into the ground. Visibility was reduced by low lying fog.",1991-06-20,03:45:00,18,15,3,2,2,0,"Malambo, Colombia",10.8616042,-74.7739502
"3725","June 26, 1991",NA,"Gulf of Finland, Russia","AKF Polet",NA,"Saint Petersburg - Voronezh","Antonov AN-24","CCCP-46724","7300304","10 (passengers:4 crew:6)","10 (passengers:4 crew:6)",0,"The cargo plane crashed into the Gulf of Finland shortly after taking off.",1991-06-26,NA,10,4,6,10,4,6,"Gul of Finland, Russia",55.6860082,52.2947344
"3726","June 26, 1991","200","Near Sokotu, Nigeria","Okada Air",NA,"Benin - Kano","BAC One-Eleven 402AP","5N-AOW","94","53 (passengers:48 crew:5)","4 (passengers:4 crew:0)",0,"The plane diverted to Sokotu due to poor weather. After circling for an hour, unable to locate the air field, the aircraft ran out of fuel and had to make a forced landing. The landing gear was torn off and the plane broke up during the ground slide.",1991-06-26,02:00:00,53,48,5,4,4,0,"Sokotu, Nigeria",13.06269,5.24322
"3727","July 04, 1991","910","El Yopal, Colombia","Helicol Colombia",NA,NA,"de Havilland Canada DHC-6 Twin Otter 300","HK-2889X","606","3 (passengers:1 crew:2)","3 (passengers:1 crew:2)",0,"While attempting to land the pilot continued VFR flight in IFR conditions and collided with a hill.",1991-07-04,09:10:00,3,1,2,3,1,2,"El Yopal, Colombia",5.33775,-72.39586
"3728","July 09, 1991",NA,"Bellavista Airport, Peru","Aerochasqui",NA,"Bellvista - Pucallpa","CASA 212 Aviocar 200","OB-1218","232","15 (passengers:13 crew:2)","15 (passengers:13 crew:2)",0,"The aircraft was shot at by drunken police in an attempt to stop it for a search when mistaken for drug smuggling. As the plane ascended through 75 ft. bullets penetrated the forward fuselage killing the pilot and copilot.",1991-07-09,NA,15,13,2,15,13,2,"Bellavista Airport, Peru",-12.0630483,-77.1319409
"3729","July 10, 1991","1812","Birmingham, Alabama","L'Express Airlines","508","New Orleans - Mobile - Birmingham","Beechcraft BE-99-C99","N7217L","U226","15 (passengers:13 crew:2)","13 (passengers:12 crew:1)",0,"While the aircraft was on approach, it entered an area of thunderstorms. The aircraft rolled left and pitched up as the aircraft approached level flight. The aircraft then stalled and started to descend. The descent couldn't be arrested and the aircraft crashed into a residential area, destroying two homes and two automobiles. Decision by the pilot-in-command to continue instrument approach into thunderstorm conditions resulting in loss of control of the aircraft. The pilot and one passenger survived the accident.",1991-07-10,18:12:00,15,13,2,13,12,1,"Birmingham, Alabama",33.5228587,-86.8077052
"3730","July 11, 1991","840","Jeddah, Saudi Arabia","Nationair (chartered by Nigeria Airways)","2120","Jeddah - Sokoto","McDonnell Douglas DC-8 Super 61","C-GMXQ","45982/345","261 (passengers:247 crew:14)","261 (passengers:247 crew:14)",0,"After taking off, fire was reported in the landing gear well. The aircraft crashed while trying to return to the airport. Loss of hydraulics and electrical systems after a fire, started in the wheel when two tires disintegrated due to under inflation of one tire. This caused a fire which ignited years of accumulated flammables in the DC-8's wheel well leading to an uncontroable fire. The plane was allowed to leave with an under inflated tire. Twenty minutes prior to departure, the Nationair lead mechanic made a request for nitrogen to inflate the low tire. Nitrogen was not readily available and a delay would probably have occur procuring it. The Nationair project manager, without conferring with the flight crew, released the plane.",1991-07-11,08:40:00,261,247,14,261,247,14,"Jeddah, Saudi Arabia",21.4873043,39.1813367
"3731","July 25, 1991",NA,"Espiritu Santos, Vanuatu","Vanair",NA,"Nogougou - Luganville","Britten-Norman BN-2A-6 Islander","YJ-RV4","220","9 (passengers:8 crew:1)","9 (passengers:8 crew:1)",0,"Flew into a hillside 7 minutes after taking off from Nogougou. Spatial disorientation.",1991-07-25,NA,9,8,1,9,8,1,"Espiritu Santos, Vanuatu",-15.247240651317,166.880994800528
"3732","August 06, 1991",NA,"Rarotonga, Cook Islands","Avalki Air",NA,"Altukaki - Rarotonga","Britten-Norman BN-2A-6 Islander","DQ-FCN","676","10 (passengers:8 crew:2)","6 (passengers:5 crew:1)",0,"Ditched into the sea while on approach.",1991-08-06,NA,10,8,2,6,5,1,"Rarotonga, Cook Islands",-21.250035,-159.7500013
"3733","August 14, 1991","2353","Near Uricani, Romania","Tarom",NA,"Bucharest - Timisoara","Ilyushin IL-18V","YR-IMH","185008301","9 (passengers:4 crew:5)","9 (passengers:4 crew:5)",0,"The cargo plane crashed in a rainstorm.Premature descent.",1991-08-14,23:53:00,9,4,5,9,4,5,"Uricani, Romania",45.317853220541,23.032208839976
"3734","August 16, 1991","155","Imphal, India","Indian Airlines","257","Calcutta - Imphal","Boeing B-737-2A8","VT-EFL","21497","69 (passengers:63 crew:6)","69 (passengers:63 crew:6)",0,"Crashed into high ground during approach to Imphal. The crew failed to follow the correct approach course.",1991-08-16,01:55:00,69,63,6,69,63,6,"Imphal, India",24.8021535,93.938618
"3735","August 20, 1991","1315","Ketchikan, Alaska","Temsco Airlines",NA,"Ketchikan, AK - Wrangell, AK","Britten-Norman BN-2A-6 Islander","N68HA","2009","4 (passengers:3 crew:1)","4 (passengers:3 crew:1)",0,"Crashed while en route, flying VFR in deteriorating weather. The pilot attempting to operate VFR in IFR conditions.",1991-08-20,13:15:00,4,3,1,4,3,1,"Ketchikan, Alaska",55.3419424,-131.6427601
"3736","August 28, 1991","2359","Walton, Oregon","Air Taxi - Bohemia Inc.",NA,NA,"Aerospatiale 350B1","N64SF",NA,"3 (passengers:2 crew:1)","3 (passengers:2 crew:1)",0,"While maneuvering in remote mountainous terrain, on a dark night, with light drizzle and patchy clouds, the helicopter collided with a mountain. The wreckage scattered on a heading opposite the flights destination. The helicopter was destroyed by a post crash fire and there were no noted mechanical failures or malfunctions. The pilot's failure to maintain clearance from terrain.",1991-08-28,23:59:00,3,2,1,3,2,1,"Walton, Oregon",44.0305741,-123.5854292
"3737","September 03, 1991",NA,"Sampit, Indonesia","Dirgantara Air Services",NA,"Sampit - Plangkaraya","Britten-Norman BN-2A-21","PK-VIP","752","10 (passengers:8 crew:2)","3 (passengers:1 crew:2)",0,"Shortly after takeoff the left engine failed. The aircraft began to lose height in a left turn and crashed along the banks of Mentaya River.",1991-09-03,NA,10,8,2,3,1,2,"Sampit, Indonesia",-2.5372814,112.9600064
"3738","September 04, 1991","1410","Long Seridan, Malaysia","Airtech Rajawaldi Udara",NA,"Bario - Marudi","Shorts SC-7 Skyvan 3-100","9M-AZB","SH-1975","20 (passengers:18 crew:2)","14 (passengers:12 crew:2)",0,"Crashed into the jungle after double engine failure. Both engines didn't develop full power and were feathered on impact.",1991-09-04,14:10:00,20,18,2,14,12,2,"Long Seridan, Malaysia",3.98333,115.06667
"3739","September 11, 1991","1003","Near Eagle Lake, Texas","Continental Express","2574","Laredo - Houston","Embraer 120RT Brasilia","N33701","120-077","14 (passengers:11 crew:3)","14 (passengers:11 crew:3)",0,"In-flight loss of the leading edge of the left horizontal stabilizer. Forty-seven screw fasteners that would have attached the upper surface of the leading edge assembly for the left side of the horizontal stabilizer were missing. Work was scheduled on both the right and left leading edges of he horizontal stabilizer. Screws were removed from both the right and left side. A later shift decided not to do the left side but did not know the earlier shift removed the left side screws. Lack of compliance with FAA approved maintenance procedures.",1991-09-11,10:03:00,14,11,3,14,11,3,"Eagle Lake, Texas",29.588863,-96.334455
"3740","September 16, 1991","1921","Petropavlosk, USSR","Aeroflot",NA,"Lensk - Omsk","Antonov AN-72","CCCP-74002","SU002","13 (passengers:7 crew:6)","13 (passengers:7 crew:6)",0,"The cargo plane struck trees, crashed and caught fire on takeoff. Overloaded",1991-09-16,19:21:00,13,7,6,13,7,6,"Petropavlosk, USSR",60.37084,134.45785
"3741","September 17, 1991",NA,"Djibouti City, Djibouti 	Djibouti City, Djibouti Djibouti City, Djibouti","Ethiopian Airlines",NA,"Djibouti - : Dire Dawa-Aba","Lockheed L-100-30 Hercules","ET-AJL","5029","4 (passengers:0 crew:4)","4 (passengers:0 crew:4)",0,"After experiencing a nose gear problem and attempting to return to the airport the cargo plane made a premature descent and struck Mount Arey.",1991-09-17,NA,4,0,4,4,0,4,"Djibouti City, Djibouti Djibouti City, Djibouti Djibouti City, Djibouti",11.58901,43.14503
"3742","September 18, 1991","2155","Belvedere Center, Vermont","Canair Cargo",NA,"Moncton - Hamilton","Convair CV-580","C-FICA","98","2 (passengers:0 crew:2)","2 (passengers:0 crew:2)",0,"The cargo plane lost control and crashed into a mountainside while en route. Failure of the first officer to maintain control of the aircraft after becoming spatially disoriented and his exceeding the design stress limits of the aircraft. Factors related to the accident were: the lack of two pilots in the cockpit, darkness, and instrument meteorological conditions at flight altitude.",1991-09-18,21:55:00,2,0,2,2,0,2,"Belvedere Center, Vermont",44.7490529,-72.6968075
"3743","September 23, 1991",NA,"Khatanga, Russia","Aeroflot",NA,NA,"Antonov 12BP","CCCP-13320","7345407","16 (passengers:9 crew:7)","1 (passengers:1 crew:0)",0,"The cargo plane lost engine power due to fuel exhaustion during approach and made a forced landing 1,450m short of the runway.",1991-09-23,NA,16,9,7,1,1,0,"Khatanga, Russia",71.980072,102.474266
"3744","September 26, 1991",NA,"Off St. Petersburg, USSR","Aeroflot",NA,"St. Petersburg - Voronezh","Antonov AN-26","CCCP-46724","AN24021","10 (passengers:7 crew:3)","10 (passengers:7 crew:3)",0,"Crashed into the Gulf of Finland 5 minutes after taking off. Unknown cause.",1991-09-26,NA,10,7,3,10,7,3,"St. Petersburg, USSR",59.92747,30.28331
"3745","September 27, 1991",NA,"Guadalcanal Island, Solomon Islands","Solomon Islands Airlines",NA,"Kira-Kira - Honiara","de Havilland Canada DHC-6 Twin Otter 300","H4-SIA","271","15 (passengers:13 crew:2)","15 (passengers:13 crew:2)",0,"Crashed into Mt. Nashua at 4,100 ft. during a descent in heavy rain and fog while attempting a visual approach. Controlled flight into terrain.",1991-09-27,NA,15,13,2,15,13,2,"Guadalcanal Island, Solomon Islands",-9.57062,160.13947
"3746","September 29, 1991","1150","Near Villavicencio, Colombia","CORAL Colombia",NA,"Villlavicencio - Mitu","Curtiss C-46A","HK-3238","30268","10 (passengers:6 crew:4)","1 (passengers:1 crew:0)",0,"The pilot tried to make an emergency landing back at the airport when the No. 2 engine began to overspeed. A belly landing was made in a field and the aircraft broke up and caught fire.",1991-09-29,11:50:00,10,6,4,1,1,0,"Villavicencio, Colombia",4.1442287,-73.6345253
"3747","October 05, 1991","1500","Near Jakarta, Indonesia","Military - Indonesian Air Force",NA,"Jakarta-Bandung","Lockheed C-130H-30","A-1324","4927","134 (passengers:129 crew:5)","134 (passengers:129 crew:5)",2,"The aircraft crashed into buildings during an attempted emergency landing after an engine caught fire during take off.",1991-10-05,15:00:00,134,129,5,134,129,5,"Jakarta, Indonesia",-6.1747565,106.8270734
"3748","October 13, 1991",NA,"Aponguao Falls, Venezuela","EDELCA",NA,"Kavanayen - Luepa","Bell 214 ST","YV-O-CVG-4","28181","12 (passengers:9 crew:3)","12 (passengers:9 crew:3)",0,"The helicopter was destroyed when it struck Kumaraden Hill at 4,600 ft. while on a scenic flight. The passengers included EDELCA president and members of his family.",1991-10-13,NA,12,9,3,12,9,3,"Aponguao Falls, Venezuela",7.1207338,-66.162820289
"3749","October 25, 1991","2156","Vallejo, California","Corporate Mobility Inc. - Private",NA,"Concord, CA - Novato, CA","Bell 206B helicopter","N3456M","1391","3 (passengers:2 crew:1)","3 (passengers:2 crew:1)",0,"The helicopter struck the top of a 223 foot high transmission tower, crashed and exploded in flames, 27 miles northwest of its departure point in high winds and heavy rain. The pilot's intentional flight into known adverse weather, continued flight into instrument meteorological conditions, and improper altitude. Rock promoter Bill Graham, 60, was killed.",1991-10-25,21:56:00,3,2,1,3,2,1,"Vallejo, Caliornia",38.117816,-122.220975
"3750","October 25, 1991",NA,"Tumbang Miri, Indonesia","Bali International Air Service",NA,"Palangkaraya - Sampit","Britten-Norman BN2A-III-2 Trislander","PK-KTC","1017","17 (passengers:16 crew:1)","17 (passengers:16 crew:1)",0,"The plane was not able to land at Sampit due to smoke and haze. The plane held for 3 hours waiting for an improvement after which contact was lost. The plane was never found.",1991-10-25,NA,17,16,1,17,16,1,"Tumbang Miri, Indonesia",-0.9067091,113.5659383
